name,type,eircode,address,lat,lng,email,phone,contact1,contact2,contact3,link,sourceId
Kilkenny County Council,coco,,Council Hall John Street Kilkenny,52.65293161,-7.248072678,,056 779 4000,,,,https://www.kilkennycoco.ie/eng/contact_us/,
Laois County Council,coco,,JFL Ave. Portlaoise Co Laois R32 EHP9,53.0320146,-7.301102232,,(057) 86 64000,,,,https://laois.ie/contact-us/,
Leitrim County Council,coco,,Aras an Chontae St George's Terrace Townparks Carrick-On-Shannon Co. Leitrim,53.9479357,-8.098554655,customerservices@leitrimcoco.ie,071 9620005,,,,http://www.leitrimcoco.ie/eng/contact_us/contact_us/,
Limerick City and County Council,coco,,City Hall Merchants Quay Englishtown Limerick V94 EH90,52.66615426,-8.624877058,,061556000,,,,https://www.limerick.ie/council/how-can-we-help/contact-us,
Limerick City and County Council,coco,,Limerick City and County Council Dooradoyle Road Dooradoyle Limerick V94 WV78,52.63907467,-8.64555819,,+353 61 556000,,,,https://www.limerick.ie/council/how-can-we-help/contact-us,
Longford County Council,coco,,Longford County Council Great Water Street Longford N39 NH56,53.73009647,-7.799412803,,0433343300,,,,https://www.longfordcoco.ie/your-council/contact-us/,
Louth County Council,coco,,Millennium Centre Dundalk Louth A91 KFW6,54.00371667,-6.386381403,,,,,,https://www.louthcoco.ie/en/contact/louth-county-council/,
Mayo County Council,coco,,The Mall Castlebar Co. Mayo F23 WF90,53.85407495,-9.299448148,,0949064000,,,,https://www.mayo.ie/contact,
Meath County Council,coco,,Buvinda House Dublin Road Navan Co. Meath C15 Y291,53.64742406,-6.668346441,,0469097000,,,,https://www.meath.ie/council/contact-customer-service,
Monaghan County Council,coco,,Monaghan County Council County Offices The Glen Monaghan H18 YT50,54.24271044,-6.971517207,,00353 47 30500,,,,https://monaghan.ie/contact/,
Offaly County Council,coco,,Áras an Chontae Charleville Rd Spollanstown Tullamore Co. Offaly R35 F893,53.28478842,-7.502209362,,0579346800,,,,https://www.offaly.ie/engaging-with-architecture-programmes/,
Roscommon County Council,coco,,County Hall Ardnanagh Roscommon F42 VR98,53.63087674,-8.194515679,,0906637100,,,,http://www.roscommoncoco.ie/en/,
Sligo County Council,coco,,County Hall Riverside Sligo F91 Y763,54.27120483,-8.462911326,,0719111111,,,,https://www.sligococo.ie/ContactUs/,
South Dublin County Council,coco,,County Hall Belgard Square North Tallaght Co. Dublin,53.28947532,-6.372718236,,014149000,,,,https://www.sdcc.ie/en/services/our-council/about-us/customer-care/,
Tipperary county council,coco,,Tipperary County Council North Tipperary Civic Offices Limerick Rd Nenagh North Nenagh Co. Tipperary,52.86305451,-8.210692436,,0818065000,,,,https://www.tipperarycoco.ie/,
Waterford City & County Council,coco,,The Mall Waterford,52.26800756,-7.106338048,,0818 10 20 20,,,,https://www.waterfordcouncil.ie/departments/corporate/customer-care.htm,
Westmeath County Council,coco,,"Áras An Chontae Mount St, Mullingar Co. Westmeath",53.52389936,-7.340270688,,0449332000,,,,http://www.westmeathcoco.ie/en/contactus/,
Wexford County Council,coco,,Newtown Rd Carricklawn Wexford Y35 WY93,52.35009573,-6.489895308,,0539196000,,,,https://www.wexfordcoco.ie/,
Wicklow County Council,coco,,Wicklow County Council County Buildings Whitegates Wicklow Town A67 FW96,52.98602777,-6.050685294,,(0404) 20100,,,,https://www.wicklow.ie/Living/Your-Council/Customer-Care/Contact-Us,
Cork City Council,cyco,,Cork City Council City Hall Anglesea Street Cork T12 T997,51.89748325,-8.465538118,,+353 21 4924000,,,,https://www.corkcity.ie/en/,
Dublin City Council,cyco,,Dublin City Council Customer Services Block 3 Floor 0 Civic Offices Wood Quay Dublin 8 D08 RF3F,53.3453952,-6.271382808,,01 222 2222,,,,https://www.dublincity.ie/council/council-explained/contact-us,
Galway City Council,cyco,,10A College Rd Galway H91 F798,53.27624486,-9.043438218,,091536400,,,,https://www.galwaycity.ie/contact-us-information/,
The Eastern & Midland Regional Assembly,regco,,3rd Floor North Ballymun Civic Centre Main Street Ballymun Dublin 9 Ireland D09C8P5,53.3957875,-6.263586108,,00 353 (0) 1 8074482,,,,http://emra.ie/contact-us/,
Northern & Western Regional Assembly,regco,,Northern & Western Regional Assembly The Square Ballaghaderreen Co Roscommon Ireland F45 W674,53.90243931,-8.579280523,info@nwra.ie,00 353 (0) 94 986 2970,,,,https://www.nwra.ie/contact-us/,
Southern Regional Assembly,regco,,Southern Regional Assembly Assembly House O' Connell Street Waterford Ireland X91 F8PC,52.26249071,-7.11407011,,+353 (0) 51 860700,,,,https://www.southernassembly.ie/contact,
