name,type,eircode,address,lat,lng,email,phone,contact1,contact2,contact3,link,sourceId
Chime - Castlebar,CHIME,,Castlebar. St Mary's - SLT Room (Ground Floor Opposite Audiology),53.84989733,-9.305609436,,,,,Every Wednesday. 10am - 1pm,https://www.chime.ie/services/outreach-clinics-nationwide,
Chime - Loughrea,CHIME,,Loughrea Primary Care Centre St. Brendan’s Campus Lake Road Loughrea.,53.19017044,-8.564565629,,,,,Last Thursday of each month - 10 to 13:00,https://www.chime.ie/services/outreach-clinics-nationwide,
Chime - Ballinasloe,CHIME,,Brackernagh Health Centre Brackernagh Ballinasloe,53.32959126,-8.230920728,,,,,First Wednesday of the month - 10-13:00,https://www.chime.ie/services/outreach-clinics-nationwide,
Chime - Roscommon,CHIME,,Primary Care clinic Golf Links Road Roscommon,53.62811902,-8.18775049,,,,,First Thursday of the month - 10-13:00,https://www.chime.ie/services/outreach-clinics-nationwide,
Chime - Castlerea,CHIME,,Primary Care Clinic Ballinlough Road Castlerea Co Roscommon,53.77014919,-8.505237803,,,,,First Friday of the month - 10:30-13:00,https://www.chime.ie/services/outreach-clinics-nationwide,
Southern Centre of Operations,ALZ,,Bessboro Day Care Centre Blackrock Cork Co. Cork. R93 F8K3,52.83489385,-6.925693148,breda.twohig@alzheimer.ie,087 9330737,Breda Twohig,,,https://alzheimer.ie/location/southern-centre-of-operations/,
Mitchelstown Day Care,ALZ,,Mitchelstown Day Care James Street Mitchelstown Co. Cork P67 WP49,52.2653144,-8.272594679,rebecca.cullen@alzheimer.ie,087 2073719,Rebecca Cullen,,,https://alzheimer.ie/location/mitchelstown-day-care/,
Newmarket Alzheimer Café,ALZ,,The Culturlann Newmarket Co Cork P51 D854,52.21457212,-8.995715887,newmarket.alzcafe@alzheimer.ie,,Linda Grogan / Rhona Gerrard,,,https://alzheimer.ie/location/newmarket-alzheimer-cafe/,
North Cork Day Care at Home,ALZ,,,52.15361082,-8.53127015,mgallagher@alzheimer.ie,022 43322 / 086 239 6057,Marie Gallagher,,,https://alzheimer.ie/location/mallow-cork-day-care-at-home/,
Mallow Day Care,ALZ,,Mallow Daycare Nano Nagle Centre Nano Nagle Birthplace Ballygriffin Mallow County Cork P51 CV91,52.1516042,-8.523455048,lena.osullivan@alzheimer.ie,022 433 22,Lena O'Sullivan,,,https://alzheimer.ie/location/mallow-day-care/,
Fermoy Dementia Café,ALZ,,Adare Hall Fermoy,52.14247261,-8.276480345,amurphy@alzheimer.ie,086 781 2217,Amy Murphy,,,https://alzheimer.ie/location/fermoy-dementia-cafe/,
North Cork Home Care,ALZ,,St Mary's Day Care Lower Bearforest Mallow Co Cork. P51 WKE3,52.13013604,-8.64060381,,022 509 45 / 086 239 6057,Marie Gallagher,,,https://alzheimer.ie/location/north-cork-home-care/,
North Cork Support Group – Café de Mentia,ALZ,,St Mary's Day Care Centre Lenihans Lane Lower Bearforest Mallow Cork. P51 WKE3,52.13000432,-8.640517979,,086 781 2217,"Amy Murphy, Dementia Adviser",,,https://alzheimer.ie/location/north-cork-support-group-cafe-de-mentia/,
Mallow Memory Technology Resource Room,ALZ,,Mallow Primary Healthcare building Mallow Co. Cork,52.12047829,-8.656796059,sheena.cadoo@hse.ie,022 58700 / 086 7871818,Sheena Cadoo,,,https://alzheimer.ie/location/mallow-memory-technology-resource-room/,
The Crystal Project,ALZ,,Mallow Primary Healthcare Centre,52.12015241,-8.656869944,info@crystalproject.ie,022 58700,,,,https://alzheimer.ie/location/the-crystal-project/,
Conna Day Care,ALZ,,Conna Social Day Care Centre Conna North Cork Co. Cork. P51 PP30,52.09226061,-8.110398133,rebecca.cullen@alzheimer.ie,872073719,Rebecca Cullen,,,https://alzheimer.ie/location/conna-day-care/,
North Cork Dementia Adviser,ALZ,,St Stephens Psychiatric Hospital Sarsfield Court County Cork,51.95577093,-8.401716026,amurphy@alzheimer.ie,086 781 2217,Amy Murphy,,,https://alzheimer.ie/location/north-cork-dementia-adviser/,
South Cork Dementia Adviser,ALZ,,St Stephens Psychiatric Hospital Sarsfield Court County Cork,51.95577093,-8.401716026,amurphy@alzheimer.ie,086 781 2217,Amy Murphy,,,https://alzheimer.ie/location/south-cork-dementia-adviser/,
Youghal Social Cafe,ALZ,,Holy Family Church Hall Youghal Cork,51.95187597,-7.856709588,,087 641 3468,Niamh Herbert,,,https://alzheimer.ie/location/youghal-social-cafe/,
Macroom Day Care (Formerly Bandon),ALZ,,Comhlacht Tithe Sóisialta agus Forbairt an tSuláin Teoranta Ionad Lae Macroom Co Cork P12 WK02,51.94246078,-9.160080525,clare.odriscoll@alzheimer.ie,087 611 4282,Clare O'Driscoll,,,https://alzheimer.ie/location/bandon-day-care/,
Midleton Day Care,ALZ,,McCauley Day Care Centre Midleton Hospital Midleton Co. Cork P25 XD82,51.91884782,-8.170759825,barbara.janiec@alzheimer.ie,087 383 5208,Barbara Janiec,,,https://alzheimer.ie/location/midleton-day-care/,
Ballincollig Alzheimer Café,ALZ,,Chapel Gate Cafe Ballincollig Cork P31 XP38,51.88751699,-8.590004664,karen.fitzpatrick@alzheimer.ie,873487511,Karen Fitzpatrick,,,https://alzheimer.ie/location/ballincollig-alzheimer-cafe/,
Cork Memory Technology Resource Room,ALZ,,"MTRR, Grounds of St. Finbarr's Hospital Douglas Road Co. Cork",51.88731577,-8.460037088,Martina.Agar@hse.ie,0867871748 / 021 4923194,Martina Agar,,,https://alzheimer.ie/location/cork-memory-technology-resource-room/,
"Assessment & Treatment Clinic, Cork",ALZ,,Assessment & Treatment Centre St. Finbarrs Hospital Douglas Road Cork City Co. Cork,51.88731577,-8.46005,,021 4923298,,,,https://alzheimer.ie/location/assessment-treatment-clinic-cork/,
Bessboro Saturday Club,ALZ,,Bessboro Day Care Centre Bessboro Blackrock Co. Cork. T12 HF70,51.88674309,-8.408758133,jeremiah.foley@alzheimer.ie,085 856 5795,Jerry Foley,,,https://alzheimer.ie/location/bessboro-saturday-club/,
Cork Day Care Centre,ALZ,,Bessboro Day Care Centre Bessboro Blackrock Co. Cork. T12 HF70,51.88669012,-8.409144371,Jeremiah.Foley@alzheimer.ie,021 497 2504 / 021 497 2505 / 021 497 2506,Jerry Foley,,,https://alzheimer.ie/location/cork-day-care-centre/,
"Cork City, North & South Lee Home Care",ALZ,,Bessboro Day Care Centre Bessboro Blackrock Co. Cork. T12 HF70,51.88655768,-8.408801049,,021 497 2504,Cathy Hadden,,,https://alzheimer.ie/location/cork-city-north-south-lee-home-care/,
Cork City Support Group,ALZ,,Bessboro Day Care Centre Bessboro Blackrock Co. Cork. T12 HF70,51.88623982,-8.408801049,vbradbury@alzheimer.ie / amurphy@alzheimer.ie,021 497 2504,Vanessa Bradbury,,,https://alzheimer.ie/location/cork-city-support-group/,
Cork Carer Online Support Group,ALZ,,Bessboro Day Care Centre Bessboro Blackrock Co. Cork. T12 HF70,51.88623982,-8.408801049,amurphy@alzheimer.ie / vbradbury@alzheimer.ie,,Vanessa Bradbury,,,https://alzheimer.ie/location/cork-carer-online-support-group/,
Carrigaline Alzheimer Café,ALZ,,Family Support Centre Church Road Carrigaline County Cork P43 FR80,51.81661925,-8.38740071,karen.fitzpatrick@alzheimer.ie,873487511,Karen Fitzpatrick,,,https://alzheimer.ie/location/cork-alzheimer-cafe/,
West Cork Home Care,ALZ,,33 North Street Skibbereen County Cork P81NW63,51.55006738,-9.265983249,,086 883 0577,Michelle O'Shea,,,https://alzheimer.ie/location/west-cork-home-care/,
Skibbereen Day Care,ALZ,,Skibbereen Day Care Cara house Market Street Skibbereen Co. Cork. P81 Y046,51.54876985,-9.264207388,,086 883 0577,Michelle O'Shea,,,https://alzheimer.ie/location/skibbereen-day-care/,
West Cork Dementia Adviser,ALZ,,,,,vbradbury@alzheimer.ie,086 0218463,Vanessa Bradbury,,,https://alzheimer.ie/location/west-cork-dementia-adviser/,
Bessboro/Midleton/Bandon Day Care at Home,ALZ,,,,,Jeremiah.Foley@alzheimer.ie / Karen.fitzpatrick@alzheimer.ie,021 4972504 / 085 8565795 (Jerry) / 087 3487511 (Karen,Jerry Foley/ Karen Fitzpatrick,,,https://alzheimer.ie/location/bessboro-midleton-bandon-day-care-at-home/,
Age Action Care and Repair,ALZ,,,,,info@ageaction.ie,,,,,https://alzheimer.ie/location/age-action-care-and-repair-dublin/,
Engaging Dementia Virtual Rainbow Cafe,ALZ,,,,,virtualcafe@engagingdementia.ie,,,,,https://alzheimer.ie/location/engaging-dementia-virtual-rainbow-cafe/,"The Rainbow Café is specifically for older LGBT+ persons, proactive allies, and healthcare professionals supporting older persons. "
Singing for the Brain,ALZ,,,,,singing4thebrain@gmail.com,087 462 2216 (mornings),Mary,,,https://alzheimer.ie/location/singing-for-the-brain-youghal/,
National Online Family Carer Support Groups,ALZ,,,ON-Line,,onlinesupportgroup@alzheimer.ie,1800 341 341,,,,https://alzheimer.ie/about-dementia/family-carer-training/,
Barrow Swifts Multi-Sports Junior Club,WA,,Barrow Centre IT Carlow Co. Carlow,52.82647966,-6.936462561,secretary.barrowswifts@iwasport.com,,,,,https://www.iwa.ie/,
IWA Carlow,WA,,Teach Fáilte Kilkenny Road Carlow R93 K3H4,52.82215576,-6.941246888,carlow@iwa.ie,059 914 0983 ,,,,https://www.iwa.ie/,
IWA Cavan,WA,,"Unit 1 Block D, Corlurgan Business Park Ballinagh Road Cavan H12W667",53.96244936,-7.35798803,cavan@iwa.ie,049 437 1212 ,,,,https://www.iwa.ie/,
IWA Clare,WA,,IWA Abbeyfield Centre Francis St. Ennis Co. Clare V95A6RN,52.84575093,-8.978473245,ennis@iwa.ie,065 6844150 ,,,,https://www.iwa.ie/,
IWA Ennis Charity Shop,WA,,Unit 14 Elevation Business Park Ennis Co. Clare,52.84651519,-8.970974748,ennisshop@iwa.ie,085 804 8301 ,,,,https://www.iwa.ie/,
Rebel Wheelers Basketball Club,WA,,Cope Foundation Bonnington Montenotte Cork,51.90679413,-8.438883088,Secretary.RebelWheelers@iwasport.com,,,,,https://www.iwa.ie/,
IWA Clonakility,WA,,Unit 6 Clogheen Industrial Estate Clonakilty Co. Cork P85 W021,51.6169201,-8.902764626,clonakilty@iwa.ie,023 882 1600,,,,https://www.iwa.ie/,
IWA Clonakility Charity Shop,WA,,10 Pearse Street Clonakilty Co. Cork,51.62325945,-8.88934549,clonakiltyshop@iwa.ie,085 870 5209  ,,,,https://www.iwa.ie/,
IWA Cork,WA,,Unit 2 Oak House Bessboro Road Blackrock Co Cork X91 W2WH,52.25203032,-7.153742448,cork@iwa.ie,021 435 0282 ,,,,https://www.iwa.ie/,
IWA Mallow,WA,,"Gilbert Centre Mallow Community Campus Fair Street, Mallow Co Cork P51 AT86",52.14111262,-8.641610702,mallow@iwa.ie,022 70700 ,,,,https://www.iwa.ie/,
IWA Skibbereen Charity Shop,WA,,19 North Street Skibbereen Co. Cork,51.5505222,-9.26569699,skibbereenshop@iwa.ie,085 870 5205 ,,,,https://www.iwa.ie/,
IWA Carrigart,WA,,Contact : Carnamogagh Upper Letterkenny Co Donegal,55.2980247,-7.263551512,drcmanor@iwa.ie,074 9177448  ,COMMUNITY CENTRE OUTREACH SERVICE,,,https://www.iwa.ie/,
IWA Donegal Town,WA,,Contact : Carnamogagh Upper Letterkenny Co Donegal,54.64918361,-8.114528077,drcmanor@iwa.ie,074 9177448  ,,,,https://www.iwa.ie/,
IWA Malin,WA,,Contact : Carnamogagh Upper Letterkenny Co Donegal,54.66829182,-8.454008746,drcmanor@iwa.ie,074 9177448  ,,,,https://www.iwa.ie/,
IWA Letterkenny,WA,,Glenview Carnamogagh Upper Letterkenny Co Donegal F92EW99,54.97334876,-7.726840507,drcmanor@iwa.ie,074 9177448  ,,,,https://www.iwa.ie/,
IWA Letterkenny Shop,WA,,Unit 3 Larkins Retail Park Pearse Road Letterkenny Co. Donegal,54.94667108,-7.737678188,letterkennyshop@iwa.ie,085 870 5129 ,,,,https://www.iwa.ie/,
IWA Dobhar-Ionaid Padraic,WA,,Contact : Carnamogagh Upper Letterkenny Co Donegal,55.28287407,-7.822459473,drcmanor@iwa.ie,074 9177448  ,,,,https://www.iwa.ie/,
IWA Clontarf Charity Shop,WA,,Áras Chúchulainn Blackheath Drive Clontarf Dublin 3,53.368213,-6.200225145,info@iwa.ie,085 227 8537 ,,,,https://www.iwa.ie/,
IWA Balbriggan,WA,,Contact : Clontarf Blackheath Drive Clontarf Dublin 3,53.49138762,-6.211284,info@iwa.ie,01 8186400  ,,,,https://www.iwa.ie/,
Carmel Fallon Holiday Centre,WA,,Blackheath Drive Clontarf Dublin 3,53.368213,-6.200225146,carmelfallonrespite@iwa.ie,01 818 6458 ,,,,https://www.iwa.ie/,
IWA National Headquarters,WA,,Áras Chúchulainn Blackheath Drive Clontarf Dublin 3,53.47177435,-6.211283031,info@iwa.ie,01 818 6400,,,,https://www.iwa.ie/,
Holiday Service Ballinasloe,WA,,The Shearwater Hotel Marina Point Ballinasloe Co Galway H53 F5P9,53.32679656,-8.21954619,sinead.harte@iwa.ie,087 137 5562 ,,,,https://www.iwa.ie/,
IWA Renmore,WA,,Renmore Community Centre Renmore Avenue Galway,53.27596359,-9.016265745,Secretary.GalwaySpeeders@iwasport.com,091753022,,,,https://www.iwa.ie/,
IWA Tuam,WA,,The Glebe Dublin Road Tuam Co Galway H54 TR77,53.51178842,-8.849540647,tuam@iwa.ie,093 266 59  ,,,,https://www.iwa.ie/,
IWA Tralee,WA,,Lime Tree House Kileen Oakpark Tralee Co Kerry V92 VHY2,52.2858861,-9.68959891,tralee@iwa.ie,066 718 0154 ,,,,https://www.iwa.ie/,
IWA Tralee Charity Shop,WA,,4-5 Maine Street Tralee Co. Kerry,52.27132914,-9.707100574,Traleeshop@iwa.ie,085 870 5154  ,,,,https://www.iwa.ie/,
IWA Killarney,WA,,Killarney Reeks Gateway Unit 8 Ardnamweely Killarney Co Kerry V93 YP6P,52.06857039,-9.51749861,killarney@iwa.ie,064 6639395  ,,,,https://www.iwa.ie/,
IWA Listowel,WA,,3 Ballygalogue Road Listowel Co Kerry V31 CF43,52.44957122,-9.477068263,listowel@iwa.ie,068 24939,,,,https://www.iwa.ie/,
IWA Listowel Charity Shop,WA,,William Street Listowel Co. Kerry,52.44881423,-9.486057274,listowelshop@iwa.ie,085 870 5130  ,,,,https://www.iwa.ie/,
IWA Athy,WA,,Teach Emmanuel Woodstock North Athy Co Kildare R14 P038,52.99912559,-6.997043909,athy@iwa.ie,059 863 8529,,,,https://www.iwa.ie/,
IWA Clane,WA,,Ballinagappa Road Clane Co Kildare W91 YT99,53.29553036,-6.694434593,maats@iwa.ie,045893094,,,,https://www.iwa.ie/,
IWA Purcellinch,WA,,Unit 4 IDA Buisness Park Purcellsinch Kilkenny R95 PX5X,52.64588118,-7.211516009,,,,,,https://www.iwa.ie/,
IWA Kilkenny,WA,,Claddagh Court College Road Kilkenny R95 Y4DF,52.64651603,-7.253270078,,056 776 2775  ,,,,https://www.iwa.ie/,
IWA Portlaoise,WA,,Alvernia House St Fintans Hospital Dublin Rd Portlaoise Co. Laois R32YSW6,53.0359573,-7.28486123,laois@iwa.ie,057 869 4030 ,,,,https://www.iwa.ie/,
IWA Carrick on Shannon,WA,,Castlecarragh Road Attyfinlay Carrick on Shannon Co Leitrim N41 KF88,53.94707692,-8.074231216,drcckshannon@iwa.ie,071 962 0569  ,,,,https://www.iwa.ie/,
IWA Kinlough,WA,,Part time Location Please: Abbeyville Centre St Anne’s Sligo,54.39509221,-8.452490042,drcckshannon@iwa.ie,071 915 5522,,,,https://www.iwa.ie/,
IWA Limerick Regional Centre,WA,,Unit F1 LEDP Business Park Roxboro Limerick V94YH58,52.6481554,-8.615901917,limerick@iwa.ie,061 317234 ,,,,https://www.iwa.ie/,
IWA Longford,WA,,Kenagh Enterprise Centre Kenagh Co Longford W39W732,53.6263527,-7.818406588,kenagh@iwa.ie,043 332 2992 ,,,,https://www.iwa.ie/,
IWA Ardee Charity Shop,WA,,John Street Ardee Co. Louth,53.85252217,-6.545260205,ardeeshop@iwa.ie,085 870 5201 ,,,,https://www.iwa.ie/,
IWA Ardee / Louth,WA,,John Street Business Park Ardee Co Louth,53.85252217,-6.54527,ardee@iwa.ie,041 685 3046  ,,,,https://www.iwa.ie/,
IWA Drogheda,WA,,Unit 7 Mayoralty Street Drogheda Co Louth A92 YN76,53.71543884,-6.348282747,drogheda@iwa.ie,041 984 6614 ,,,,https://www.iwa.ie/,
IWA Castlebar,WA,,St. Anne’s Newport Road Castlebar Co. Mayo. F23 K683,53.85842587,-9.304950793,castlebar@iwa.ie,094 906 0937 ,,,,https://www.iwa.ie/,
IWA Belmullet,WA,,Logmore Belmullet Co Mayo F26VY42,54.21623763,-9.980025808,erris@iwa.ie,097 817 28 ,,,,https://www.iwa.ie/,
IWA Kells,WA,,Enterprise and Technology Centre Kells Business Park Kells Co. Meath A82E1C6,53.73977861,-6.908255847,,046-9072539  ,,,,https://www.iwa.ie/,
IWA Navan,WA,,3-4 Liscarton Villas Kells Road Navan Co Meath C15HP99,53.66095791,-6.724535062,navan@iwa.ie,046 907 2539,,,,https://www.iwa.ie/,
IWA Tullamore,WA,,Toberleheen / Ballinagar / Tullamore Co. Offaly R35NX09,53.2696696,-7.366176847,tullamore@iwa.ie,057 935 0065 ,,,,https://www.iwa.ie/,
IWA Roscommon,WA,,Unit 1 Corraun Park Racecourse Road Roscommon F42 KF98,53.64232091,-8.210239301,,087 662 2366 ,,,,https://www.iwa.ie/,
IWA Roscommon Charity Shop,WA,,Augustine House Circular Road Co. Roscommon,53.62849162,-8.188111461,roscommonshop@iwa.ie,085 804 7700 ,,,,https://www.iwa.ie/,
IWA Sligo,WA,,IWA Sligo Abbeyville Centre St Anne’s Sligo F91 KH5X,54.26996537,-8.464837462,sligo@iwa.ie,071 915 5522 ,,,,https://www.iwa.ie/,
IWA Tipperary Town,WA,,Brodeen Cashel Road Tipperary Town Co Tipperary E34VY09,52.47670876,-8.146635241,tiptown@iwa.ie,062 527 44 ,,,,https://www.iwa.ie/,
IWA Tipperary Charity Shop,WA,,47 Main Street Tipperary Town Co. Tipperary,52.47359994,-8.163248961,tipptownshop@iwa.ie,085 870 5185 ,,,,https://www.iwa.ie/,
IWA Carrick On Suir,WA,,Part time: IWA Nano Nagle Centre Carrick On Suir Co Tipperary,52.48459713,-7.401427865,tiptown@iwa.ie,062 52744 ,,,,https://www.iwa.ie/,
IWA Cashel,WA,,Part Time: Our Ladys Hospital Cashel Co Tipperary,52.51427074,-7.888141703,tiptown@iwa.ie,062 52744 ,,,,https://www.iwa.ie/,
IWA Nenagh,WA,,Part Time Location please contact IWA Tipperary Town E34VY09,52.47655193,-8.146806902,tiptown@iwa.ie,062 52744 ,,,,https://www.iwa.ie/,
IWA Roscrea,WA,,IWA Roscrea Hannon House Abbey Street Roscrea Co Tipperary E53VX86,52.95287194,-7.800575148,tipperary@iwa.ie,050 523 229,,,,https://www.iwa.ie/,
IWA Waterford,WA,,Unit 1A Cleaboy Business Park Old Kilmeaden Road Waterford X91DEC4,52.25210802,-7.153167448,waterford@iwa.ie,058 246 45  ,,,,https://www.iwa.ie/,
IWA Dungarvan Shop,WA,,21 Mitchell Street Dungarvan Co Waterford,52.08841455,-7.623500876,dungarvanshop@iwa.ie,085 870 5175 ,,,,https://www.iwa.ie/,
IWA Athlone,WA,,Clonbrusk Resource Centre Coosan Road Athlone Co Westmeath N37 C1K2,53.43382398,-7.945339032,athlone@iwa.ie,090 647 1118 ,,,,https://www.iwa.ie/,
IWA Mullingar,WA,,Springfield Centre Devlin Road Mullingar Co Westmeath N91NP30,53.53394994,-7.324602247,mullingar@iwa.ie,044 934 7511 ,,,,https://www.iwa.ie/,
IWA Ballycanew,WA,,Ballycanew Gorey Co. Wexford,52.6113808,-6.305138909,wexford@iwa.ie,053 948 2522 ,,,,https://www.iwa.ie/,
IWA Enniscorthy Charity Shop,WA,,Mill Park Enniscorthy Co. Wexford Y21 E8W9,52.501064,-6.566432425,enniscorthyshop@iwa.ie,085 870 5128 ,,,,https://www.iwa.ie/,
IWA Gorey Charity Shop,WA,,Unit 1 & 2 Willow house Pearse Street Gorey Co. Wexford,52.67654368,-6.295325818,goreyshop@iwa.ie,085 808 4172  ,,,,https://www.iwa.ie/,
IWA Wexford Charity Shop,WA,,Unit 3 Donovan’s Wharf Crescent Quay Co. Wexford,52.33801042,-6.459952803,wexfordtownshop@iwa.ie,085 803 5404 ,,,,https://www.iwa.ie/,
IWA Wexford,WA,,Lochrann House Cinema Lane Wexford Co Wexford Y35VW13,"52.33827797943078, ",-6.46000684,wexford@iwa.ie,053 912 4578 ,,,,https://www.iwa.ie/,
IWA Enniscorthy,WA,,Ballycanew Gorey Co. Wexford Y25TO44,52.6135693,-6.305620748,wexford@iwa.ie,053 948 2522 ,,,,https://www.iwa.ie/,
IWA Arklow,WA,,ABEC Centre Kilbride Industrial Estate Kilbride Arklow Co Wicklow Y14 T44,52.81147573,-6.154950617,drcarklow@iwa.ie,040 291 311 ,,,,https://www.iwa.ie/,
